0,1,module.conv1.weight,-0.0019761499,0.00012521101,0.0534018,-0.057708077
0,1,module.bn1.weight,0.00022741873,6.206081e-05,0.015427574,-0.016723467
0,1,module.bn1.bias,0.0006743614,4.721341e-05,0.020023542,-0.019569652
0,1,module.layer1.0.conv1.weight,-7.858668e-05,4.8713275e-05,0.052966278,-0.052554343
0,1,module.layer1.0.bn1.weight,0.00017300613,4.39015e-05,0.018785952,-0.017611902
0,1,module.layer1.0.bn1.bias,0.00029476843,3.3215758e-05,0.011732137,-0.016316788
0,1,module.layer1.0.conv2.weight,8.2523526e-05,3.1390497e-05,0.044151075,-0.038579352
0,1,module.layer1.0.bn2.weight,-0.0003487263,2.2805863e-05,0.010059744,-0.009650115
0,1,module.layer1.0.bn2.bias,0.00034077396,1.17307845e-05,0.0083564585,-0.007687678
0,1,module.layer1.1.conv1.weight,-0.0004108514,2.158264e-05,0.034965944,-0.042819284
0,1,module.layer1.1.bn1.weight,0.0003701715,1.5446993e-05,0.011965074,-0.0060862685
0,1,module.layer1.1.bn1.bias,0.0006247361,1.1155175e-05,0.008441184,-0.005724182
0,1,module.layer1.1.conv2.weight,-4.036054e-06,1.7116377e-05,0.029800268,-0.034397844
0,1,module.layer1.1.bn2.weight,0.00073014654,1.6118538e-05,0.007899274,-0.012133644
0,1,module.layer1.1.bn2.bias,0.00057878473,5.7375873e-06,0.0073292595,-0.0051934025
0,1,module.layer2.0.conv1.weight,2.3104121e-05,9.495427e-06,0.032029502,-0.023399938
0,1,module.layer2.0.bn1.weight,-0.00017128601,6.032298e-06,0.0067653335,-0.006932025
0,1,module.layer2.0.bn1.bias,2.3117085e-05,4.7520375e-06,0.007145524,-0.0052990913
0,1,module.layer2.0.conv2.weight,-6.60001e-05,6.8141703e-06,0.030233419,-0.025818827
0,1,module.layer2.0.bn2.weight,5.295172e-05,8.1351955e-06,0.0065437313,-0.007781075
0,1,module.layer2.0.bn2.bias,7.308258e-05,4.0417717e-06,0.0041137934,-0.0056364536
0,1,module.layer2.0.shortcut.0.weight,-7.143237e-05,8.187898e-06,0.019224372,-0.027221797
0,1,module.layer2.0.shortcut.1.weight,-0.00028228754,6.8538793e-06,0.0057096155,-0.0058447625
0,1,module.layer2.0.shortcut.1.bias,7.308258e-05,4.0417717e-06,0.0041137934,-0.0056364536
0,1,module.layer2.1.conv1.weight,-6.0347284e-05,6.0954594e-06,0.023425117,-0.029054947
0,1,module.layer2.1.bn1.weight,-0.00013821034,4.4091025e-06,0.004729253,-0.0062525123
0,1,module.layer2.1.bn1.bias,-0.00015592424,2.8840518e-06,0.004252091,-0.004344225
0,1,module.layer2.1.conv2.weight,-6.841024e-05,4.371037e-06,0.01661569,-0.022823788
0,1,module.layer2.1.bn2.weight,-0.00010251188,3.5574017e-06,0.0043481328,-0.0045958124
0,1,module.layer2.1.bn2.bias,0.00014190096,1.4023409e-06,0.003446579,-0.0027768612
0,1,module.layer3.0.conv1.weight,-1.2306333e-05,1.857954e-06,0.014212831,-0.016836882
0,1,module.layer3.0.bn1.weight,8.7823806e-05,1.4750789e-06,0.003160553,-0.0031780703
0,1,module.layer3.0.bn1.bias,2.3570383e-05,1.0893525e-06,0.0026210002,-0.002557528
0,1,module.layer3.0.conv2.weight,-1.8156836e-05,1.3936223e-06,0.012635172,-0.012254454
0,1,module.layer3.0.bn2.weight,0.00011153172,1.1067623e-06,0.0026188653,-0.0032883305
0,1,module.layer3.0.bn2.bias,7.1268278e-06,6.635047e-07,0.0020889407,-0.0026488118
0,1,module.layer3.0.shortcut.0.weight,-3.97731e-05,1.4494699e-06,0.009938306,-0.012296072
0,1,module.layer3.0.shortcut.1.weight,-7.824812e-05,1.152431e-06,0.003123558,-0.0038530787
0,1,module.layer3.0.shortcut.1.bias,7.1268278e-06,6.635047e-07,0.0020889407,-0.0026488118
