0,0,9.339640172356667e-12,1.7121955352195076e-05,4.7221401473507285e-05,9.012222290039062e-05,0.00014842997188679874,0.00022718364925822243,0.0003358398098498583,0.0004937636316753924,0.0007458974258042876,0.0012565225129947065
0,10,0.0,1.0688787642720855e-05,2.815261541400106e-05,5.224581655056681e-05,8.447717118542641e-05,0.00012779238022631034,0.0001878426555776968,0.00027626219089142977,0.0004219386260956527,0.0007296447991393506
0,20,0.0,2.940412559837569e-06,7.469208503607661e-06,1.3637867232318966e-05,2.2034537687432026e-05,3.3679585612844676e-05,5.04641022416763e-05,7.634065405e-05,0.00012137664889451131,0.00022377270215656608
0,30,0.0,2.192829902014637e-06,5.5693290050840005e-06,1.0157019187317928e-05,1.6366670024581254e-05,2.495490753062768e-05,3.726081849890761e-05,5.6130117809516374e-05,8.86190755409189e-05,0.00016228781314566723
0,40,0.0,2.4446191218885372e-06,6.299830420175568e-06,1.157778206106741e-05,1.8782591359922664e-05,2.87691545963753e-05,4.314174148021265e-05,6.531423423439264e-05,0.00010410016257083045,0.00019314763776492324
0,50,0.0,2.1271199784678178e-06,5.439063170342708e-06,9.966128345695324e-06,1.613007625564933e-05,2.4637512979097664e-05,3.6793472827412184e-05,5.537021097552496e-05,8.728348475415263e-05,0.00015957230643834917
0,60,0.0,2.948683504655492e-06,7.6783240729128e-06,1.4296148219727907e-05,2.352797710045707e-05,3.663910865725484e-05,5.591314402408898e-05,8.62249311467167e-05,0.00014030638267286132,0.0002658455690834671
0,70,0.0,2.9059524877084193e-06,7.620881478942467e-06,1.4226075472834053e-05,2.336016041226685e-05,3.621609903348144e-05,5.4875791829545026e-05,8.394209289690477e-05,0.00013486089592333885,0.0002511744212824851
0,80,0.0,2.77480653494422e-06,7.241569437610452e-06,1.3421906351140933e-05,2.1891886717639863e-05,3.3622591217863373e-05,5.044492572778835e-05,7.614836795255542e-05,0.00012045198673149571,0.00022070745908422395
0,90,0.0,2.9991420205988114e-06,7.800105777278079e-06,1.43360946822213e-05,2.3092716219252914e-05,3.496229510346893e-05,5.147816846147178e-05,7.591697940370066e-05,0.00011633795511443171,0.0002027061447734013
0,100,0.0,1.9129576003251714e-06,5.001741465093801e-06,9.29062089198851e-06,1.5176268789218739e-05,2.3367020730802324e-05,3.514995914883911e-05,5.31578785739839e-05,8.415920456172898e-05,0.00015463904128409922
0,110,0.0,2.7876121748704463e-06,7.261511200340465e-06,1.342744035355281e-05,2.1809479949297387e-05,3.3352358514093794e-05,4.982234677299856e-05,7.484815432690084e-05,0.00011754438164643947,0.00021304106339812277
0,120,0.0,2.8132991701568247e-06,7.313778041861951e-06,1.346461594948777e-05,2.1721582743339255e-05,3.29745962517336e-05,4.886312817689031e-05,7.272594521054997e-05,0.00011285831860732288,0.0002000498250708915
0,130,0.0,2.1032030645073974e-06,5.469697589433054e-06,1.0104660759679973e-05,1.6379408043576406e-05,2.4954551008704584e-05,3.719796441146172e-05,5.5807019816711534e-05,8.747558458708238e-05,0.0001579058458446525
0,140,0.0,3.1583185773342848e-06,8.334467565873641e-06,1.5575824363622814e-05,2.5526726676616822e-05,3.933841617254075e-05,5.921829870203508e-05,8.974349111667834e-05,0.00014260826283134522,0.0002625471854116767
0,150,0.0,2.750682779151248e-06,7.151751924538986e-06,1.321801100857556e-05,2.1442469733301554e-05,3.270294109825045e-05,4.8650077951606355e-05,7.24504228855949e-05,0.00011200999433640392,0.0001960625682841055
0,160,0.0,2.26269139602664e-06,5.943013911746679e-06,1.1023341357940808e-05,1.7908174777403496e-05,2.740819581958931e-05,4.099247598787767e-05,6.168762411107309e-05,9.714501793496313e-05,0.00017596413090359414
0,170,0.0,3.037522583326792e-06,7.946015102788806e-06,1.4673485111416083e-05,2.374283758399543e-05,3.611569627537392e-05,5.359545903047546e-05,7.984669136931188e-05,0.00012400697451084855,0.00022012734843883662
0,180,0.0,3.2640636163705498e-06,8.672235344420189e-06,1.6208200031542218e-05,2.6535437427810393e-05,4.084592183062341e-05,6.134912837296724e-05,9.266432098229416e-05,0.0001463121472625062,0.00026505914283916346
0,190,0.0,3.131256517008297e-06,8.267223711300177e-06,1.5390205044241155e-05,2.5071742857107897e-05,3.839748569589574e-05,5.734714068239555e-05,8.606428746134042e-05,0.0001348748133750633,0.00024137098807841529
0,200,0.0,2.6237693418806888e-06,6.87818082951708e-06,1.2688526840065605e-05,2.0528394088614732e-05,3.120150176982861e-05,4.631522024283185e-05,6.900221342220902e-05,0.00010718928533606236,0.0001902679563499987
0,210,0.0,3.359345896569721e-06,8.908683957997711e-06,1.655358209973201e-05,2.6884634280577302e-05,4.0968610846903175e-05,6.0889919404871754e-05,9.1008407616755e-05,0.00014208627108018847,0.00025553256564307957
0,220,0.0,3.3824285083028377e-06,8.888751472113655e-06,1.6386698007408992e-05,2.6470919692656032e-05,4.018839717900846e-05,5.9445209626574065e-05,8.837572095217183e-05,0.00013685371377505375,0.0002409972366876899
0,230,0.0,3.4325582419114667e-06,9.06375062186271e-06,1.6760795551817862e-05,2.7088667411590013e-05,4.1081237213802524e-05,6.067447538953274e-05,9.00560939044226e-05,0.00013951289292890579,0.0002482133568264544
0,240,0.0,4.280127268430079e-06,1.149490763054928e-05,2.1476123401953372e-05,3.493762051220983e-05,5.329230407369323e-05,7.913283625384792e-05,0.00011782124929595738,0.00018309461884200576,0.0003239391488023102
0,250,0.0,3.71522708064731e-06,9.825511006056332e-06,1.821805653889896e-05,2.949849586002529e-05,4.4841974158771336e-05,6.647934351349248e-05,9.874213938019239e-05,0.00015292040188796818,0.00027069667703472067
0,260,0.0,3.259380900999532e-06,8.58457133290358e-06,1.5832613644306545e-05,2.5500541960354896e-05,3.8565554859815165e-05,5.681174807250499e-05,8.392362578888424e-05,0.0001291050750296563,0.00022650514147244384
0,270,0.0,2.630622566357489e-06,6.956106153666042e-06,1.2916194282297508e-05,2.098117729474325e-05,3.198194826836698e-05,4.765644553117454e-05,7.144263727241196e-05,0.00011203139147255575,0.00020298554300097747
